Index,Session ID,Traffic Channel,Exposure ID,Session Duration (secs)
1335,e62cd99f-540b-4c21-8634-8e4e1b987f5c,Paid Search,O7e89bb0,555
1336,8ad0045c-642c-45ea-978e-6f043ea53efd,Referral,Oa5a1bf0,297
1337,5a586822-a00d-4dac-862d-86bcf94e96de,Organic Search,O7121158,248
1338,6abbb3d5-d9d3-4e26-8448-c69ddf6ca269,Referral,O0a80f15,21
1339,d3d714a7-e8cf-4fb0-8b80-e8afb0c9036f,Referral,P39a21e4,136
1340,f0198804-4cba-406e-a534-89b54b7522c3,Paid Search,Pd0aa67a,231
1341,eb0a9f9a-e886-4c5d-873b-45ab47b70b60,Paid Search,O904e937,246
1342,a8f1d969-1d5b-47b0-9c10-2f23fb35bd77,Organic Search,O9815fc2,108
1343,042ea890-bdd8-4d69-b14f-c640db3e526b,Display,Pb806479,132
1344,bd6d561d-6d01-4a30-8152-22fb2bf59f12,Display,O110fc9a,267
1345,5d8e7045-e471-45a0-853d-a870ab69999f,Referral,O83b113d,216
1346,1c1932a8-8b5a-4575-95ce-1c9553725f09,Organic Search,Od0270d5,257
1347,0a5c0a77-b8cb-4a2f-bc84-acd644ba7ab3,Direct,P3d6ce9e,146
1348,5615d8b5-43ae-48a4-84f5-129c1ec54d46,Organic Search,P10fada6,221
1349,8d06a2f0-37e5-4cf6-b5d3-a10be6742c13,Organic Search,P04bec41,129
1350,ad97e1c7-1789-446e-9e43-729e7351e543,Paid Search,P7e9b33d,21
1351,2a7b0e49-b27f-4850-bfa2-4ac33d409089,Referral,O0bf118c,291
1352,ecdb524e-34f9-4ad1-ba1d-a9c1e04212f1,Display,P3d18168,131
1353,d7e78c12-3950-40ff-b266-1fcb14b4f1c0,Organic Search,Ofe2e92f,318
1354,09885015-4c70-4296-92dc-d88de28ccfc5,Direct,O06ba640,57
1355,d9153f7d-6f59-403d-8216-1b1b11cbfed9,Display,Of66e25c,145
1356,84493c21-58cd-46f0-bce1-2d6ac40c164f,Referral,O998eb04,214
1357,fa6b7162-8930-47a1-ac44-826fd0953eef,Display,P2429da0,7
1358,ee917503-8f66-490b-a8e7-3429c2a149dc,Referral,O224b398,240
1359,15340ee4-52da-45ed-a836-85d2af66fe5a,Referral,O1dc80bf,225
1360,6ca66360-67bb-4157-9bf4-34fe5d634e24,Display,Pd530a7c,245
1361,8c110419-8832-4903-8c54-c27051564f84,Direct,P683aabf,287
1362,7f3df7fa-774e-4c5c-909b-4445d1c0f9fa,Organic Search,Oc722e26,479
1363,77ada012-ce17-4746-b92f-c49ecc4512dc,Direct,O7d227ca,66
1364,68db6d44-4ec1-40c3-a307-72434a004f47,Paid Search,Of8c2e6d,176
1365,46dc9368-df97-4aeb-bb4a-f5e022d06647,Referral,Pb86e579,114
1366,b98556c1-25aa-4d20-acc6-0da28d61cfd5,Direct,Pe0e3719,21
1367,4e116a07-e40c-44c9-aab2-ec1c3c6e95ed,Paid Search,Pfe9f4e7,151
1368,98e98fb1-9bfb-4c6a-95ad-5ef79b844273,Referral,O18f422c,344
1369,cd93ee15-7e6c-44c0-a613-7ce4638cfd62,Direct,Ode8e316,113
1370,283a407e-dcdf-4033-b6ae-074743bc334f,Referral,Oe43e68f,54
1371,34bbed56-4a4f-4d17-97b0-9437b14787dd,Referral,O3675bd2,289
1372,e8056688-2b28-475b-9a95-69a0dfa0538d,Organic Search,Oc6c773a,539
1373,817e4377-782e-427f-8f27-e1d949ab7bb4,Paid Search,Pced5194,294
1374,46eaac75-80ea-4a96-80e4-366755ca05d2,Organic Search,O4e61e1b,172
1375,a62243f2-7209-4563-b8b4-0bc1fa7e3dad,Paid Search,P077ce6d,225
1376,458aaff5-22b2-427a-b1d7-f732a6bf74c9,Direct,P2abdb93,451
1377,b2f0e07a-d436-45df-97c3-7194dae0b158,Direct,O4bc1249,38
1378,0af1f04d-1cc3-4cd0-9790-3d7168f1bcfd,Paid Search,O48883cc,449
1379,cd193303-1232-47d3-a553-577cdfbedfb6,Display,O7dcc863,41
1380,d9bbdfd0-f5ff-4ac9-baa7-5f468580655d,Organic Search,P4470f67,256
1381,06132659-eb2e-45ea-a6bd-bff793d0c079,Organic Search,O1afe963,222
1382,0377ca2b-19ff-46c8-858a-63c5964d5e7f,Display,Pd4b77ca,8
1383,d5969eb5-0670-4d0f-a7de-ed9198c2962e,Display,P8881f13,236
1384,adacc031-bd45-4f16-b757-4918075f7c49,Paid Search,P5b45682,273
1385,984d7ae0-faeb-4e99-84c8-e518480b1d92,Referral,P980031b,113
1386,55a6f70c-1c69-4175-bf40-5696dac551b4,Display,O2777c20,76
1387,8054a6e9-bad4-4a87-a386-d058689a6855,Paid Search,Oe60114e,104
1388,f95ddf23-843a-4630-b0a6-94478d6b3857,Direct,P30d13b9,282
1389,73f5570b-4c3d-4243-80bb-f3832d84ae74,Organic Search,P9c1549b,281
1390,9b94ec27-49a5-479d-b1ec-168597b55b62,Referral,Pe53b769,190
1391,c30b4365-f864-47bf-ba75-8ae806dea01a,Organic Search,Oa88731d,156
1392,519d5743-65ee-47a3-8309-08b9088fcac0,Display,P9ee1172,46
1393,eec5c4cf-25b3-4968-9f57-efb0597b8987,Direct,O87710d2,265
1394,07b2b2b0-5e75-47c4-b544-cc7195d55d88,Direct,O5f76b6d,97
1395,2f2ca995-e024-4113-b747-5125322a8c8e,Referral,Oaf1d2d8,96
1396,602507cb-fffe-4c61-83a4-776800e8e1f6,Display,O0b7bae1,195
1397,9f65c21c-3539-4d2a-b4df-67253900ffb2,Organic Search,P4658c25,273
1398,ab087f35-1b91-4173-b9e3-324f455222bd,Referral,O141f08b,165
1399,9fda4c04-a0d4-4ca7-b174-1e25f60c9f27,Referral,O40e7ed2,81
1400,edacf100-a9e2-4726-b604-6b743b017815,Organic Search,Oa8f0bf4,170
1401,22b5a7a4-58ed-4c5d-9d6e-4d2ba9765b65,Direct,P663b2ed,55
1402,97bc17eb-3f20-41b4-9149-3d407b3bdb11,Organic Search,O64134f6,263
1403,a3dfa63a-2973-40a8-86b4-8b8ce2dd4e04,Referral,Oc90f31c,118
1404,5dea7c9d-a759-4b5a-9db4-f8acf9bad83d,Direct,Oced5b4b,143
1405,291f7644-20a3-499c-963c-250368257db0,Direct,Of626e92,80
1406,7b1ce5c0-731d-4e86-95f4-6dfcb2c6c310,Paid Search,P614755f,8
1407,324a3d85-8b5f-4c7e-88a3-438f94f5da20,Referral,Pa7b535d,238
1408,5448bc52-5825-47f3-b139-f4b3f21ac4ce,Referral,Oae00f95,277
1409,36b789b1-5708-4e01-947a-0716bee12b7a,Referral,O0138a75,82
1410,6f6cec72-2d43-4972-b0df-68fa1b65a0ad,Direct,Pde18f78,162
1411,03a95675-9fc3-4ae1-a1c2-f24b39114e5a,Direct,O1d91c4e,515
1412,2ea5d2e6-abf9-43bb-9e23-31e70de3a3ff,Paid Search,Oeb07d14,267
1413,505f14bd-0ca1-4876-9c14-14628611217b,Direct,P604a6ed,28
1414,dfae7356-28c1-4e88-a911-9cde0a323e8d,Organic Search,P1d81ea3,184
1415,bc404792-bad4-4f26-aa0d-e760ef462b91,Display,Pc95bd20,274
1416,38399d77-8f40-49fc-87ac-990d27c54e3f,Display,O0bfc279,353
1417,52c87eb2-40d8-4b8c-9469-b5a1efc91e78,Organic Search,O2750565,106
1418,1d025597-ed39-478a-aab0-8e17ea9e8ecc,Paid Search,P0d2a683,266
1419,ce110014-3433-4015-a1b5-45d1bba80be6,Direct,Oa62de37,387
1420,3807b146-e2df-4cb1-a846-4ae309ec4a97,Paid Search,Pb44033b,70
1421,02bb142a-7cfe-43a0-9612-645c8a134dac,Paid Search,P42682f2,106
1422,299df85d-1a4d-4b45-89c6-218e27e72bd2,Direct,O82454b7,224
1423,f1fca9c5-f103-4daf-a5c2-0889848c3ccd,Direct,O0781fc0,199
1424,5312d775-6e0c-4604-b0b4-ad344253b818,Referral,P705b48d,181
1425,487fe875-457e-473a-a856-e9a2e7a5b191,Display,O7bbead0,58
1426,6af82c2c-2fde-48bd-bea3-cfdce14770ef,Organic Search,P40ada1b,40
1427,56863a5d-028d-41db-bdd4-240e902bcb05,Organic Search,P9eaad61,122
1428,31423e46-e9cf-4276-b069-cbbb208d234e,Organic Search,O9630c25,297
1429,ee2168a3-6f2e-4065-87aa-c323b9fae501,Paid Search,P33f6fcd,82
1430,1f0dd7c0-a460-4f9f-a56e-d60a58f77430,Display,O6fd8795,67
1431,8c5536da-fc0e-4db9-ac31-15623f9e4b42,Direct,P7e15ebf,102
1432,1fa1eac3-9cbe-45d4-bd38-c90b5eec9e16,Display,O5455737,53
1433,ff5c34bc-5249-4fde-8c3d-aa4e7bba3296,Referral,Pc12aca6,296
1434,68e9106d-03b9-42f6-ae59-5e4ac2868c60,Referral,Pa9bc4aa,70
1435,6b67b95c-09ee-415d-ace8-a89f757123b4,Display,Odf0dfa1,280
1436,cdc700da-9c60-47b6-9c2e-ac8f98d4ae39,Paid Search,Pf1b23d5,506
1437,25a06ae1-99b3-4e14-a4b8-276b4feccc15,Paid Search,Pe6b5cd1,468
1438,33d7307f-f1bb-43d9-b4c5-753e7d378180,Display,Pe61d07b,12
1439,48cffdff-85ee-48f0-a912-d19ab4a04203,Organic Search,Ob7d708c,234
1440,14e5510a-7322-4ad6-ae83-4e87bb56ad2e,Organic Search,P5ceefcc,508
1441,96589355-c4f5-4653-9539-e320957164a4,Organic Search,P8ae1133,415
1442,8b505c77-35e8-4c70-8912-97828a0ad747,Direct,Ob50e898,519
1443,c3961a54-d364-4fd5-8f7d-014277a504ea,Display,O78c947a,95
1444,3824cc11-fccd-495d-b5ec-7154b4882693,Paid Search,O37552ef,281
1445,ba8590c3-4d93-4507-b5ce-c510d422d20a,Referral,P372835a,285
1446,b1685375-0bfd-43fc-83c2-39d1c3bd7719,Paid Search,P7c95d90,51
1447,e795d846-04a1-4cd5-b913-eb23a1c1fd4f,Referral,P137cf4e,359
1448,0f9fd4dd-2743-472b-83e2-d6dc5372a418,Referral,P103acf3,278
1449,5687171b-30a2-4630-bad2-7b09afad034e,Paid Search,O972d7b7,428
1450,b50e686f-edaa-4778-a5fb-bd352360b5b4,Direct,Ofc410a9,39
1451,11090379-ea16-44ce-b3d6-cf81841e61a4,Organic Search,O0c2611f,159
1452,4b7eeca9-fafa-4279-b46a-abaf71d8a4b8,Organic Search,O6f15067,173
1453,dbc9932d-26f9-48b9-9090-f4bee7db2fd8,Referral,P3496ec0,124
1454,ea0e676f-16e6-4466-a894-23ee18c19e3f,Organic Search,Oe84b21f,6
1455,4d1315dc-56cc-4691-9713-220d7a362457,Referral,O6f49893,179
1456,17209e86-81e6-481a-9c81-9f8661fafecb,Paid Search,Peb28b1a,167
1457,c5689456-5402-4911-8479-d2cd36a1eab7,Direct,Pdbd6adf,17
1458,13a49fc5-c768-41e3-b7c6-dddb175484fe,Organic Search,O78a275c,159
1459,d7be6198-3686-48e0-8c1e-c2f17c177c58,Paid Search,Oe463447,290
1460,fb8dfa3a-8427-47d2-a286-c0d24c33225f,Paid Search,Pcb929fc,176
1461,741f689b-1e41-47c0-ac79-eab21414b7d1,Display,P24c305f,118
1462,357a0011-72b3-4987-92b4-34b18fb01b3a,Direct,Oc5358aa,151
1463,ea72f65d-816a-48c7-85af-33edfbc55f96,Organic Search,Pfa671ba,267
1464,63273020-ab88-43a0-90c5-449aaac5e70d,Paid Search,P6d53ee1,437
1465,35c3f279-86e0-4759-9def-26046b87996b,Direct,P1e37c9d,168
1466,51ce7c21-cfa7-451b-a08e-e70de089ec81,Paid Search,P276589b,435
1467,45714bca-ce47-4c91-b567-885d4e073e9b,Referral,O4403e60,66
1468,0e08241f-f15f-4bda-9faf-e780494849c0,Display,P94da067,282
1469,e10b80a2-68a2-4aa3-9b89-118d3e5f13ae,Direct,O55de212,7
1470,f1859b7d-5771-4f3f-84f2-2f727cdc28ec,Referral,Ob66b69b,273
1471,86579b0f-ad3e-4cfb-b9a8-89ce7f32dd77,Paid Search,Oe8ecf42,207
1472,f51aa496-98f5-4541-a6e0-a8904228827f,Paid Search,O8cf359c,148
1473,e4f6390d-787b-4963-b05f-de4d1bf8cdd7,Display,P5c782a4,145
1474,f9b6bf6b-3be2-48fe-a93d-00dcbfb66503,Referral,Oaa1d648,499
1475,d8ab79a8-36ac-434f-9b63-6d5cf06e477c,Direct,Obafeed7,98
1476,0a006046-9aaf-4a71-96ac-c65b69f50c8e,Display,Pdb543a6,263
1477,83ef1c4a-e499-48af-bea6-51ce0a7310a4,Display,O8acf9e2,35
1478,f7871ee1-2575-4810-a149-32dbabd7cc59,Direct,Oe3164f9,171
1479,d8e0df18-5888-4ec7-8c8b-7d0da67fea1f,Organic Search,O5e77f3f,272
1480,3b1f4b45-9cc3-47e2-a840-a4ec83ac820a,Organic Search,P44d9d3e,35
1481,90eccacc-52fc-4b0b-8f5d-a5fc24ba4e11,Direct,Of71a777,107
1482,f4728983-4b7a-45f2-86ff-61c043a65638,Referral,P66bc2bb,34
1483,f4695915-3837-42fa-88c7-34d17af2bc16,Direct,Pcd7388f,37
1484,b2c15fd6-77dd-4d21-80a3-df26cea4a8e4,Display,Oded5fab,33
1485,e6e08738-60ba-4820-b242-f26dc52398be,Organic Search,Pa77a41a,152
1486,084eec43-c1ff-4fab-93d6-87ba918cfe32,Organic Search,Oe09d298,18
1487,53f30417-80af-4b4d-ab4e-a32fb042f218,Paid Search,O72704c0,198
1488,f1dcbd1c-308f-463e-b927-bc0d81c89aed,Display,O6cc0d7d,190
1489,a9cf3208-a665-4f42-88bd-f8fddaf2dda8,Referral,P32d89f3,240
1490,ebd266bc-1261-4c13-b1fc-a049f964124f,Referral,Pf0d6a4e,117
1491,b2333c16-0b23-499c-b063-f59de9c67b4c,Referral,Oca56303,222
1492,feb97f8a-0632-4ca3-9663-8fc97870ba07,Direct,O6e946db,24
1493,b5ae7091-d583-457d-a93b-25f76b14ca81,Organic Search,O13e20f5,59
1494,aa3a4c75-1d70-4953-b0d8-a4691595c6b4,Paid Search,O88da920,250
1495,f5b2f1e7-a0ba-4522-a130-8c28868c4d4f,Display,Pf6cfba3,252
1496,ef3b82cd-13fb-402f-ba18-b2ce7c55e35b,Referral,P18b907d,184
1497,8b5cae25-2971-41ea-a075-fe423a06cf1f,Display,P2644f04,95
1498,0e24a020-a6d2-42d0-80ac-7a7965aef5b0,Direct,Of0ed54e,68
1499,3130d0e6-41b7-4c6a-ba77-0fa9a438b0c3,Organic Search,O92f62f6,182
1500,213b7dd4-8514-439f-a56d-5bcf25114a41,Display,Od8718cd,84
1501,62f8b3b2-9237-4e38-88b4-56a4c7f91883,Display,Pce33719,406
1502,d5dc46ea-176f-4e6a-a850-c26026e555f8,Direct,O93af039,247
1503,929387c9-bd44-418f-b72d-c95f54dd3d61,Paid Search,P62be21a,312
1504,4023eb6f-19eb-4b14-88f3-142410da25c5,Display,Ob7a0c66,216
1505,95f66c57-e63c-490c-81ef-a7f820689549,Direct,Oa7a5469,142
1506,eb040d46-0340-4e7a-8839-cca8688d6242,Paid Search,P2f037f1,15
1507,0545a9d6-28c1-4bee-8516-44ce1dface88,Referral,O1451037,225
1508,f0ec199e-d408-4b9a-a9d6-cf08402be079,Paid Search,Obe43efd,142
1509,dbbd4289-00a9-4823-a218-fe914431dea8,Paid Search,P868efb4,208
1510,5c285916-c538-4d03-8100-fc23028d46f2,Paid Search,O504a511,37
1511,bccd0306-f727-422a-96e6-eef2ca1e8182,Display,Od009fc6,296
1512,d3f37eee-c1c7-4673-94df-9aee49df3a8f,Display,O5f987da,142
1513,4ae224c5-8f74-4359-9cce-a0679feb57df,Display,O65ba452,169
1514,9457a89a-cd0c-41fc-b0e2-81c9f85a8a18,Direct,O5459c87,208
1515,8d1da497-1f87-443c-940f-edeed0659373,Organic Search,O7bb8b6c,63
1516,747759d3-3255-4a97-ba87-0824a2bb7a57,Direct,Oa24440c,165
1517,3b15d038-98bd-4340-803c-25862d48267b,Direct,O5a25008,55
1518,c21c77e3-2646-43f7-b95b-497e27a64bf6,Referral,P1554e4b,272
1519,2931fe7a-b430-4772-8084-3dc1431a456b,Display,O849ae29,73
1520,544f8fcd-d2fc-48b7-95bc-6b3e4dbb2be6,Paid Search,Oa9536d9,88
1521,a58720c7-d8e6-4b23-b6be-a5cc8fb44140,Paid Search,O539b3b3,235
1522,80544520-d5ed-4ec9-b59f-89241e825212,Referral,P048169d,77
1523,a6c4fbfd-5b76-4fb7-93df-bfef33bcc1c7,Referral,Pac60e5d,118
1524,5c861456-7035-442d-a5e2-ef06d3c0ecc6,Paid Search,O1b24496,48
1525,0bf75bc5-4e50-42c1-b345-c6dad129ebcb,Referral,Od1602be,139
1526,2bf747ca-13b3-41cb-a3c3-36840561ca45,Direct,Od0fe17a,450
1527,0834fe1b-dc15-438a-870a-f24567ed1185,Display,O16b4df0,350
1528,ef140585-d0c2-454e-b10a-a19b492d6fb7,Organic Search,O30b4610,46
1529,12a6c832-e13b-413d-99aa-d5bae1bfac96,Paid Search,O78b8bc5,191
1530,66b11a31-05d3-4693-860b-94bf92f4bd2b,Referral,O8416faa,173
1531,c59e6c48-935e-49cc-bd71-477f5d0c437c,Organic Search,Pac87b51,208
1532,c670a3cb-1d79-4560-8e89-ec84b9da7a2b,Organic Search,Od4ad7ac,75
1533,cd60f27e-e860-4ec5-a072-f85d87bdcd2d,Paid Search,P5ead239,534
1534,c52763ef-37cb-4d96-ae28-3573ddf17055,Paid Search,O6bd3bb3,269
1535,6b06501d-2434-45cd-94ec-a4000012243e,Organic Search,O7651773,437
1536,4893032c-c38b-44b2-a04d-ccb42e461ece,Display,Od57ad4f,143
1537,72d1a591-c370-47c7-bc8b-c3a5667d796e,Referral,O3143140,269
1538,a366544e-8903-4282-aeb4-5f0657cb6f1f,Direct,Od550ad5,7
1539,990b1100-207e-4915-9e16-5019443dc57b,Referral,P9e471ea,276
1540,5a8de18c-0408-474f-b028-bce019e0f5f0,Referral,P1d81869,128
1541,5c543575-60e8-4a90-a289-7759ca414d55,Paid Search,Pa1a9ddb,262
1542,8cb0a9a0-f931-4701-9bad-c240d415f535,Referral,Oaefee78,23
1543,fe66ba73-1019-4cce-8f2d-f11c62e82a5b,Direct,P0ff0f85,228
1544,fd1f2f83-79ac-47f4-93fa-98530d61805d,Organic Search,P7c0eb01,51
1545,af0ee1c5-f610-4d2f-a8fc-01f785bffb00,Display,P4c50539,156
1546,94ef44b7-60b8-4e5d-ba25-b126151742f6,Paid Search,P801f282,17
1547,85b02cc6-c353-4236-af08-8c2af068f811,Paid Search,Pd453760,282
1548,9fe8c141-c8d2-45c5-971c-ad7efe5403dd,Organic Search,Oce9e3b0,215
1549,2fba8f19-bff0-4f61-be36-7c52c2a448e0,Direct,O1e4ee19,241
1550,2e8ae7c3-855a-455e-b1c1-76b5a1d6e36e,Paid Search,O59c60ac,269
1551,58f7b83c-bfa1-431b-8fec-81431a8869f1,Paid Search,Od2c6f97,227
1552,215e06f9-abd4-4888-af3d-7e70dc5315f9,Paid Search,P7443557,274
1553,f9517e54-a0c4-4a56-9c48-0ca7b04a3f47,Display,O17d5c59,144
1554,870c2fc8-1a40-4853-bea4-c0b37add46f8,Organic Search,O0eb281c,289
1555,467cbc28-0073-4017-bd53-cfb6f6026754,Direct,P820276b,148
1556,9e5b92df-2126-4596-8ccb-c1925b9d6965,Organic Search,O9fbb0f3,87
1557,c7ebb707-718b-48b3-b6b3-7b6a5a6ff78e,Display,Pc22f2f7,274
1558,f145ea7a-d558-4d9e-a7cf-bc1311f4dc9a,Referral,O0430bdd,10
1559,c662eb74-509b-4791-8b89-f00be7cb27dc,Direct,O4b06b02,159
1560,afee117f-9051-4ddd-8d5f-69f375764243,Direct,P9d5001f,128
1561,0cf199f1-3304-4f7c-aae7-733a961f8fa6,Organic Search,O40adce2,190
1562,3a2a8bb5-b362-4e44-91e1-84198821b48e,Direct,P50a643b,196
1563,1f74076f-b3ef-42dd-8d93-f2842f10a322,Display,O4e9d753,227
1564,e8ef66c7-e21f-49a9-879d-69ef40f80a8c,Direct,O8bcc331,465
1565,737a5f53-3cae-4732-bb6e-329ba9afc232,Direct,Pf4414c2,124
1566,c27e5e46-86b0-41d2-ac35-0b0d9f0d1858,Direct,P9cd6514,311
1567,8a91d227-b085-4723-ac30-d6c421df6165,Paid Search,O2623f93,182
1568,e62df70c-dcfa-48de-af38-f343b80c19c9,Referral,Oddcb099,220
1569,720ed490-007c-4fc8-94d4-850a0c29c7d0,Paid Search,Obf6c800,289
1570,146dd4df-8e8a-4b82-9f08-0b8d0e38a300,Display,P76c5658,247
1571,028e71d5-e946-4dd9-a673-d83935a9bb9f,Display,P8199764,184
1572,11689e7e-7610-41b3-bd36-f3cbc32538bd,Organic Search,O8d20837,235
1573,6cc5adff-50cf-4cfe-b809-515388326489,Display,P7ef36dc,211
1574,740329ca-0b81-4267-bb63-a142b4622b60,Organic Search,O3895550,145
1575,97b35e22-53c8-40db-bb0a-de65081d1f88,Organic Search,O2077259,96
1576,388afc1c-9cb4-404b-b1ad-20bafa2676f8,Direct,Oe4c9c05,242
1577,b1a79e8d-1dae-42d2-982d-89b246502d99,Referral,Ob01424d,197
1578,47bbd087-eed6-4479-bce2-0a92c2ded234,Referral,O50acb6d,246
1579,35012893-643b-42db-b44c-889513a73c81,Organic Search,Odcf71db,162
1580,7acbd3e7-8666-44d5-8d2a-8b986c700f99,Display,P239fff5,203
1581,5ff79bcd-3ec5-4b0c-8f91-fef9cfda3360,Referral,P419ea75,50
1582,a641b80c-005c-45a0-80c4-6c83d71ee587,Referral,P0140995,273
1583,d2e6386f-257c-4d3c-b672-179944d70b98,Paid Search,P3d45e7d,113
1584,f6d71f6e-36d4-4ea8-a285-eefcd5e922c0,Direct,Pb85a34f,227
1585,0e30b7d7-819b-4157-a3bb-bab045d81397,Referral,O0d29922,103
1586,2650be38-1a81-4584-b011-dab35f112221,Direct,O6693b98,217
1587,f4e17b0c-cef2-47f4-bed5-04755f03326c,Display,P069ae67,81
1588,ff1b3e43-5062-4be1-915e-e7602877805b,Organic Search,O4fe14e3,586
1589,6f65d2fd-f943-4c3b-9051-91ed49de33f7,Direct,P8e4a494,94
1590,1b700cf9-d995-4a87-9e92-ab17e9c6b591,Direct,P52bfe88,266
1591,77f4fca4-a5f5-490b-9fda-ad34c122d295,Organic Search,P1149865,180
1592,dd764c0e-9a08-465a-9b91-ca1e2b55c2f9,Display,Pdd5ec63,191
1593,2bae7853-3513-4cf1-ab9e-8f3c29098dd8,Referral,O37736e3,168
1594,6b31c5aa-03e6-404a-8a54-3c915eb2e854,Referral,Ped0f4fe,66
1595,8b1d04d5-467c-4810-9e56-50b757c365e7,Referral,O2cbd448,238
1596,68da6731-56d2-49ac-b724-098076028e69,Direct,Ofe01c01,109
1597,26240b51-0c37-4797-8156-93b27ceebd7a,Referral,P28bd6e2,111
1598,9b47d39a-27b8-42da-abd2-3246bf5bb579,Direct,P29c0563,465
1599,96bac012-4ae0-4fd3-8f2a-ab691aecfe77,Display,O2fed521,43
1600,8ef44d83-376c-4dae-9c67-3cb187c7b779,Paid Search,P1d91346,330
1601,0dbe36cd-7db1-40d8-b77a-7b17e8f1f674,Direct,O1c9ce64,18
1602,36cf24f5-ff34-478f-9df8-0b738d2e0e7b,Display,O2316ea3,237
1603,ec224433-d9cd-4edf-b31a-04a5bee75c74,Direct,Of483fe8,176
1604,e90544b4-3487-46f6-8997-01d43c7e9826,Organic Search,O178d39b,303
1605,a92e4e12-8763-41a4-bbd6-29842e1ad4a0,Direct,Pbe7e3eb,208
1606,825f2f7b-7378-410f-a6de-0d070a2f243e,Referral,O4a69d2a,224
1607,0f636b7e-4d5d-4517-8586-b2a908aea77b,Referral,Od2d6f21,218
1608,4999a208-5ac5-4de5-9fa0-fd3d10c63eb9,Direct,Of578d95,86
1609,4bcd6c87-df1e-48ca-b2b8-39928ee45038,Paid Search,Od99bfa9,295
1610,7ad58775-a3fe-4d94-bcef-714395c125af,Referral,O2ebb65b,287
1611,c282ce38-d432-40c4-a98d-7eebe910bef9,Paid Search,O38169a5,381
1612,13a4537f-871c-4112-ac96-fd0ef2769372,Paid Search,P8bd11be,293
1613,5f2b6356-5a7d-44d0-92c6-bd0ed51b5d93,Display,Pf6c28a4,177
1614,88503f1e-693d-4746-a55a-764cb7f55c98,Display,P9d9a4fe,179
1615,77d9b04b-dcdf-45b9-8a77-84f77f8f85cf,Direct,Pc0987af,96
1616,99f24094-5dd8-4b41-9409-baf777a0cfb3,Display,O94045e7,156
1617,9d24cb10-be01-4d04-a312-465ddbcde24d,Referral,Ofa067d9,62
1618,eb53073c-2b0f-44fc-a4d7-c67ec21adf11,Organic Search,P4d08886,288
1619,a46c59d4-6526-4f89-a325-e2115d87983f,Organic Search,P8d8509d,220
1620,6f043f45-32a4-4e89-b241-18e5e1568be3,Display,P0c38df4,352
1621,0220b984-8a6a-411d-a20a-a7357464aef7,Direct,P18e6cea,72
1622,d229d9d4-0396-4b17-852d-9b201da2b15b,Paid Search,O98c50de,216
1623,439721db-4989-4177-83b9-ce4df893e958,Direct,Pe0c8312,92
1624,380cf4fb-3795-4d0b-9193-f092a43b7685,Paid Search,Pf8a538f,599
1625,2fdd74ae-ad84-4459-87ee-5cb8d0a690c0,Organic Search,O8720d49,107
1626,31ad47b1-b6bb-4937-9a23-da6deff2cfa6,Paid Search,O0467dad,268
1627,eacc1f8a-a1b3-4c10-ad30-39e46e49e540,Organic Search,Pdc4173b,12
1628,5d7d51cd-2d2c-4990-9130-3ea378f41591,Paid Search,P378ffeb,218
1629,e1df6741-5204-44e4-837c-d4de4252f27c,Display,P324d045,147
1630,f327226e-c597-4ebc-ac33-268bd569a708,Referral,O2aca358,129
1631,d9597f91-b11c-48cb-9d15-4f43d7fe2eec,Display,Pce96a44,75
1632,366b2a79-2837-4e4f-9bcc-e319edbb45a4,Organic Search,P1443442,59
1633,8dbd669b-1702-4af0-8cc6-f1b5be0d52e6,Referral,O645c831,216
1634,52e32712-6626-4e24-be5c-88ed7c3f8185,Display,Pc4aba34,513
1635,60aaf438-b483-4617-af3c-1d9e1861db34,Direct,Ocb6dfda,517
1636,6f08e965-b382-4d83-856f-c03438213ef5,Referral,O4537ccf,62
1637,9e24ac1c-3833-4dfd-a82a-e4fd3112d4dd,Organic Search,O3942c21,275
1638,94265fba-973d-4433-adeb-c672ffe3525d,Direct,Of25ccd5,9
1639,dcfe2f53-6617-4154-a7d3-32aec82807a7,Display,O5fb20bb,317
1640,5a867525-9105-4b06-b258-ed935384a2bd,Display,Oc6db456,245
1641,dfee3249-4b69-4e1b-90b5-ef33b3cff168,Referral,O8326156,66
1642,c0358f05-e1ce-4103-aef3-97d1f9c8d022,Organic Search,O8955b4e,108
1643,4623371e-83f2-437d-b86b-9118b8b131a0,Organic Search,P70ce168,78
1644,5bb56bea-d427-40ed-a9b3-059b43b4c094,Direct,O6926a67,229
1645,511d5c08-0e02-4614-9211-b5c2f4cc4ca0,Organic Search,O6931ebe,90
1646,8416796a-7ce5-42ed-9b3e-dcb1b455fce4,Display,Pa88b8e5,185
1647,1f3157e4-572f-43f6-b734-8635240aa886,Referral,Pee13dce,113
1648,199ae6bd-641b-4a60-80c8-c4d21c13e448,Paid Search,O266e844,115
1649,a08a41a6-f182-4664-9549-df7e5c2a1465,Referral,P69e1d9a,24
1650,4f82186c-3a28-45fe-a9d5-083ae5b4014b,Paid Search,Oef20d2d,71
1651,89323513-aecf-44b1-b7d3-0b28bcdf6cca,Paid Search,O9186760,28
1652,760c4bff-8f4c-439a-9663-a9de90534d27,Organic Search,Pd31dafc,102
1653,a262b825-a392-4046-bcf5-d05672b50aef,Referral,Oc7b4229,177
