Index,Creative ID,Exposure ID,CompanyID,Company Name,Sector,Ad Format,Viewable,Was Clicked,Conversion,Spend on Exposure,Revenue Generated
1031,C240b,O240b13d,CO006,EverydayEssentials,Pharmaceutical,Carousel,1,1,1,0,53.29997324
1032,C0abe,O0abe979,CO007,TechTrendsetters,Finance,Carousel,0,0,0,0,0
1033,C2ed7,O2ed76c0,CO008,RetailRevolution,Non-Profit,Banner,1,1,1,0,51.49122509
1034,C6859,P6859c1b,CO009,LawLeaders,Manufacturing,Video,0,0,0,48.5995851,0
1035,C5d8e,O5d8e6c8,CO010,GoodsGalaxy,Finance,Banner,1,0,0,0,0
1036,Cca44,Pca44a89,CO011,LegalEagles,Finance,Video,0,0,0,39.00195525,0
1037,C9c52,P9c52080,CO012,DigitalFrontiers,Finance,Carousel,0,0,0,46.65977202,0
1038,Cdc88,Odc88c8d,CO013,HopeNetwork,Retail,Carousel,0,0,0,0,0
1039,C9679,O9679e1c,CO014,PowerPioneers,Real Estate,Video,0,0,0,0,0
1040,C57e5,O57e5336,CO015,MarketMavens,Energy,Video,1,0,0,0,0
1041,Cdc73,Odc73b8d,CO016,SecureFutures,Insurance,Carousel,0,0,0,0,0
1042,C0d07,P0d0797d,CO017,ShopSphere,Technology,Banner,0,0,0,31.10036553,0
1043,Cff52,Off523c2,CO018,DriveDynamics,Entertainment,Carousel,1,0,0,0,0
1044,C0694,O0694994,CO019,CulinaryCreators,Real Estate,Video,1,0,0,0,0
1045,C8874,P8874e55,CO020,FlavorFrontiers,Retail,Carousel,1,0,0,10.96325499,0
1046,C6d55,O6d55e0a,CO021,FiscalFrontiers,Pharmaceutical,Banner,1,0,0,0,0
1047,Cd2f9,Od2f9218,CO022,MedMakers,Pharmaceutical,Carousel,0,0,0,0,0
1048,C98b5,O98b574b,CO023,PharmaPioneers,Legal,Video,1,0,0,0,0
1049,C7c87,O7c87dc5,CO024,CoverageCornerstone,Insurance,Carousel,0,0,0,0,0
1050,C0af9,O0af979c,CO000,InsureCo,Retail,Carousel,0,0,0,0,0
1051,C147f,O147fdd8,CO001,CharityWorks,Consumer Goods,Carousel,1,1,1,0,73.14567099
1052,Ccae7,Pcae76c8,CO002,TasteBuds,Technology,Carousel,1,0,0,47.64346282,0
1053,C48b8,P48b86cf,CO003,HealthPioneers,Legal,Banner,0,0,0,18.92929197,0
1054,Cb46a,Ob46a2bd,CO004,JusticePartners,Food & Beverage,Carousel,1,1,1,0,64.61119517
1055,Cc7a3,Pc7a34c2,CO005,AutoInnovators,Manufacturing,Banner,1,1,0,11.96432878,0
1056,C0040,P0040cf1,CO006,EverydayEssentials,Pharmaceutical,Banner,1,1,1,92.15085167,158.3896767
1057,Cec72,Pec721c0,CO007,TechTrendsetters,Finance,Banner,1,1,0,27.0121645,0
1058,C4312,O43121fd,CO008,RetailRevolution,Non-Profit,Carousel,0,0,0,0,0
1059,C525c,P525cc66,CO009,LawLeaders,Manufacturing,Video,0,0,0,21.05083916,0
1060,Cd31a,Od31aafa,CO010,GoodsGalaxy,Finance,Video,1,1,1,0,80.1108564
1061,C1348,O1348ead,CO011,LegalEagles,Finance,Video,0,0,0,0,0
1062,C9cb5,P9cb5d0d,CO012,DigitalFrontiers,Finance,Carousel,0,0,0,10.66193156,0
1063,Cd139,Od13998a,CO013,HopeNetwork,Retail,Carousel,0,0,0,0,0
1064,Cf3e8,Of3e872c,CO014,PowerPioneers,Real Estate,Carousel,0,0,0,0,0
1065,Cdb79,Odb799b8,CO015,MarketMavens,Energy,Banner,0,0,0,0,0
1066,Ca51b,Oa51bcc2,CO016,SecureFutures,Insurance,Banner,1,1,1,0,76.22916151
1067,Cc5fe,Pc5fe2be,CO017,ShopSphere,Technology,Banner,0,0,0,10.34234904,0
1068,C317c,P317ca14,CO018,DriveDynamics,Entertainment,Carousel,0,0,0,19.68234521,0
1069,C64e3,P64e3a67,CO019,CulinaryCreators,Real Estate,Carousel,0,0,0,20.82575074,0
1070,Cf857,Of857f76,CO020,FlavorFrontiers,Retail,Video,0,0,0,0,0
1071,Ce307,Pe307d13,CO021,FiscalFrontiers,Pharmaceutical,Carousel,0,0,0,42.70517379,0
1072,Cc1ff,Oc1fffea,CO022,MedMakers,Pharmaceutical,Carousel,0,0,0,0,0
1073,C08d6,P08d6367,CO023,PharmaPioneers,Legal,Banner,1,0,0,33.21578353,0
1074,Cd1a0,Od1a0241,CO024,CoverageCornerstone,Insurance,Video,1,0,0,0,0
1075,Ce172,Pe17249c,CO000,InsureCo,Retail,Banner,0,0,0,42.0388252,0
1076,Cc894,Oc894516,CO001,CharityWorks,Consumer Goods,Video,0,0,0,0,0
1077,C13d8,O13d81ca,CO002,TasteBuds,Technology,Video,0,0,0,0,0
1078,C37ac,O37ac8e7,CO003,HealthPioneers,Legal,Video,0,0,0,0,0
1079,Caeae,Paeae695,CO004,JusticePartners,Food & Beverage,Carousel,1,0,0,28.34297469,0
1080,C8511,O85111b7,CO005,AutoInnovators,Manufacturing,Banner,1,0,0,0,0
1081,Cf1db,Of1db954,CO006,EverydayEssentials,Pharmaceutical,Carousel,1,1,0,0,0
1082,C31c1,P31c10ff,CO007,TechTrendsetters,Finance,Banner,0,0,0,34.75233652,0
1083,Cf981,Pf981803,CO008,RetailRevolution,Non-Profit,Video,0,0,0,41.36987469,0
1084,C9994,O99941e3,CO009,LawLeaders,Manufacturing,Carousel,0,0,0,0,0
1085,C406d,O406dd78,CO010,GoodsGalaxy,Finance,Video,0,0,0,0,0
1086,C1a47,P1a47ac6,CO011,LegalEagles,Finance,Banner,0,0,0,37.03663689,0
1087,C13d2,P13d2e64,CO012,DigitalFrontiers,Finance,Carousel,1,0,0,22.03810243,0
1088,C712b,P712bfcc,CO013,HopeNetwork,Retail,Video,1,1,1,65.86963452,174.2585601
1089,C061d,O061ddc0,CO014,PowerPioneers,Real Estate,Carousel,1,1,0,0,0
1090,C46bf,O46bf154,CO015,MarketMavens,Energy,Video,1,0,0,0,0
1091,C8b1c,O8b1ca80,CO016,SecureFutures,Insurance,Banner,0,0,0,0,0
1092,Cbcaf,Pbcaf4dd,CO017,ShopSphere,Technology,Video,1,0,0,32.56121885,0
1093,Cbbbb,Obbbb0a1,CO018,DriveDynamics,Entertainment,Carousel,1,1,0,0,0
1094,Ca462,Oa46202a,CO019,CulinaryCreators,Real Estate,Carousel,1,0,0,0,0
1095,C87aa,P87aaa70,CO020,FlavorFrontiers,Retail,Video,1,1,0,29.95319269,0
1096,C4b71,O4b719c6,CO021,FiscalFrontiers,Pharmaceutical,Banner,0,0,0,0,0
1097,Cd300,Pd30019f,CO022,MedMakers,Pharmaceutical,Carousel,0,0,0,19.87143424,0
1098,C8ba4,P8ba4bb3,CO023,PharmaPioneers,Legal,Banner,1,1,1,69.10672339,105.521914
1099,Ca506,Pa5064c3,CO024,CoverageCornerstone,Insurance,Video,1,1,1,71.67055674,198.9717647
1100,C2249,O22494d2,CO000,InsureCo,Retail,Video,0,0,0,0,0
1101,C7e16,O7e16d83,CO001,CharityWorks,Consumer Goods,Banner,1,1,1,0,64.90836818
1102,C658b,P658bd02,CO002,TasteBuds,Technology,Video,1,1,1,98.0616972,104.6183716
1103,C247f,O247f1e1,CO003,HealthPioneers,Legal,Video,0,0,0,0,0
1104,C4f2f,O4f2ffd8,CO004,JusticePartners,Food & Beverage,Video,1,1,1,0,59.35294108
1105,Ce29a,Oe29ae5a,CO005,AutoInnovators,Manufacturing,Video,1,1,1,0,91.92167746
1106,Ce366,Pe3662e7,CO006,EverydayEssentials,Pharmaceutical,Carousel,1,0,0,20.68018396,0
1107,Caa43,Oaa4341a,CO007,TechTrendsetters,Finance,Video,0,0,0,0,0
1108,Cc74d,Oc74ddce,CO008,RetailRevolution,Non-Profit,Video,1,1,0,0,0
1109,C10e4,O10e40ea,CO009,LawLeaders,Manufacturing,Carousel,0,0,0,0,0
1110,C2680,O2680ce8,CO010,GoodsGalaxy,Finance,Carousel,1,0,0,0,0
1111,C2aa8,O2aa8b4a,CO011,LegalEagles,Finance,Banner,0,0,0,0,0
1112,C38eb,O38ebcac,CO012,DigitalFrontiers,Finance,Banner,0,0,0,0,0
1113,C1594,O1594652,CO013,HopeNetwork,Retail,Carousel,0,0,0,0,0
1114,Ceba0,Oeba0a35,CO014,PowerPioneers,Real Estate,Carousel,0,0,0,0,0
1115,C6a5a,O6a5a91d,CO015,MarketMavens,Energy,Video,1,0,0,0,0
1116,C8f3f,P8f3f0f3,CO016,SecureFutures,Insurance,Carousel,0,0,0,32.35621586,0
1117,C9a1a,P9a1a78d,CO017,ShopSphere,Technology,Banner,0,0,0,14.06725415,0
1118,C1a1e,O1a1e097,CO018,DriveDynamics,Entertainment,Banner,1,1,0,0,0
1119,Cbe6d,Obe6dab7,CO019,CulinaryCreators,Real Estate,Banner,0,0,0,0,0
1120,Cb83b,Pb83b87a,CO020,FlavorFrontiers,Retail,Video,0,0,0,29.63235031,0
1121,Cd93b,Od93b04f,CO021,FiscalFrontiers,Pharmaceutical,Banner,1,1,0,0,0
1122,C1758,P17580e2,CO022,MedMakers,Pharmaceutical,Video,1,1,1,53.19150864,112.5521742
1123,C3fc0,O3fc05b0,CO023,PharmaPioneers,Legal,Video,1,0,0,0,0
1124,C9228,O9228af7,CO024,CoverageCornerstone,Insurance,Carousel,1,1,0,0,0
1125,Cc491,Pc49158e,CO000,InsureCo,Retail,Carousel,1,1,1,72.66891449,193.372124
1126,C06b8,O06b8704,CO001,CharityWorks,Consumer Goods,Banner,1,1,0,0,0
1127,C82c0,P82c0307,CO002,TasteBuds,Technology,Carousel,0,0,0,31.29400176,0
1128,Cc2c6,Pc2c6a98,CO003,HealthPioneers,Legal,Carousel,1,0,0,29.87494774,0
1129,Cfd20,Pfd20a84,CO004,JusticePartners,Food & Beverage,Banner,1,0,0,16.35057609,0
1130,C05d0,P05d0bc0,CO005,AutoInnovators,Manufacturing,Video,0,0,0,19.8170337,0
1131,C0ccd,O0ccda23,CO006,EverydayEssentials,Pharmaceutical,Video,1,0,0,0,0
1132,Cdb1b,Odb1bafa,CO007,TechTrendsetters,Finance,Carousel,0,0,0,0,0
1133,C8e41,O8e41589,CO008,RetailRevolution,Non-Profit,Carousel,0,0,0,0,0
1134,Cc6d1,Oc6d1c24,CO009,LawLeaders,Manufacturing,Carousel,1,1,1,0,83.07119149
1135,C7cd3,O7cd378e,CO010,GoodsGalaxy,Finance,Carousel,0,0,0,0,0
1136,Ce2ce,Oe2cecf6,CO011,LegalEagles,Finance,Video,0,0,0,0,0
1137,C79c1,O79c126f,CO012,DigitalFrontiers,Finance,Video,1,1,1,0,75.98115294
1138,C88eb,O88eb6da,CO013,HopeNetwork,Retail,Video,0,0,0,0,0
1139,Cd5a5,Od5a5a0e,CO014,PowerPioneers,Real Estate,Carousel,0,0,0,0,0
1140,C6122,P61229fd,CO015,MarketMavens,Energy,Banner,1,1,1,68.86221311,199.5598501
1141,C59e0,O59e07d5,CO016,SecureFutures,Insurance,Video,0,0,0,0,0
1142,Cba71,Pba711b8,CO017,ShopSphere,Technology,Carousel,1,0,0,10.15521179,0
1143,Cb2c2,Ob2c2730,CO018,DriveDynamics,Entertainment,Banner,0,0,0,0,0
1144,C790a,O790af2d,CO019,CulinaryCreators,Real Estate,Carousel,0,0,0,0,0
1145,Cc1f1,Oc1f1b5b,CO020,FlavorFrontiers,Retail,Banner,0,0,0,0,0
1146,C6413,O64137de,CO021,FiscalFrontiers,Pharmaceutical,Banner,1,0,0,0,0
1147,C7c2c,O7c2ca1d,CO022,MedMakers,Pharmaceutical,Video,1,0,0,0,0
1148,C3967,O3967422,CO023,PharmaPioneers,Legal,Carousel,0,0,0,0,0
1149,C0b8a,P0b8a74b,CO024,CoverageCornerstone,Insurance,Video,0,0,0,13.09170554,0
1150,C401f,O401fe65,CO000,InsureCo,Retail,Banner,0,0,0,0,0
1151,C6e41,O6e412cd,CO001,CharityWorks,Consumer Goods,Banner,0,0,0,0,0
1152,Cc00a,Pc00aa09,CO002,TasteBuds,Technology,Banner,1,0,0,25.22787838,0
1153,C66e8,O66e8e20,CO003,HealthPioneers,Legal,Video,1,1,1,0,56.50564478
1154,Caf7e,Oaf7ecbc,CO004,JusticePartners,Food & Beverage,Carousel,1,1,0,0,0
1155,Cec8f,Pec8f545,CO005,AutoInnovators,Manufacturing,Carousel,1,0,0,42.76192215,0
1156,Ce59c,Oe59ccdb,CO006,EverydayEssentials,Pharmaceutical,Carousel,0,0,0,0,0
1157,C230f,O230fc98,CO007,TechTrendsetters,Finance,Banner,0,0,0,0,0
1158,C2a9b,P2a9bb29,CO008,RetailRevolution,Non-Profit,Banner,1,0,0,18.41238923,0
1159,Ce637,Oe637b17,CO009,LawLeaders,Manufacturing,Banner,0,0,0,0,0
1160,C8075,P807592d,CO010,GoodsGalaxy,Finance,Video,1,1,0,26.06451583,0
1161,C6af6,O6af65b3,CO011,LegalEagles,Finance,Banner,0,0,0,0,0
1162,C7eb9,P7eb96ca,CO012,DigitalFrontiers,Finance,Video,0,0,0,39.26593466,0
1163,C276d,O276d083,CO013,HopeNetwork,Retail,Carousel,1,0,0,0,0
1164,C2f7f,O2f7f7af,CO014,PowerPioneers,Real Estate,Carousel,0,0,0,0,0
1165,Ce4b9,Oe4b99e4,CO015,MarketMavens,Energy,Carousel,1,0,0,0,0
1166,Cbe0d,Obe0dafb,CO016,SecureFutures,Insurance,Banner,1,0,0,0,0
1167,C6abd,O6abd8a6,CO017,ShopSphere,Technology,Video,0,0,0,0,0
1168,C56f5,O56f5997,CO018,DriveDynamics,Entertainment,Banner,0,0,0,0,0
1169,Cf6cc,Pf6cc2ab,CO019,CulinaryCreators,Real Estate,Carousel,0,0,0,12.0080591,0
1170,C9caf,O9caf64d,CO020,FlavorFrontiers,Retail,Video,0,0,0,0,0
1171,C04d5,O04d5e6e,CO021,FiscalFrontiers,Pharmaceutical,Carousel,1,1,1,0,97.27059731
1172,C8c8f,P8c8f8db,CO022,MedMakers,Pharmaceutical,Banner,0,0,0,39.47320758,0
1173,C98a0,O98a091b,CO023,PharmaPioneers,Legal,Banner,0,0,0,0,0
1174,Cc719,Oc7190be,CO024,CoverageCornerstone,Insurance,Banner,1,0,0,0,0
1175,C35eb,O35eb4c6,CO000,InsureCo,Retail,Video,0,0,0,0,0
1176,C36ae,O36ae65b,CO001,CharityWorks,Consumer Goods,Banner,0,0,0,0,0
1177,C3de6,O3de6f85,CO002,TasteBuds,Technology,Carousel,0,0,0,0,0
1178,C47c7,P47c7ee2,CO003,HealthPioneers,Legal,Banner,1,1,1,59.42495942,167.8095463
1179,C66fa,O66fa971,CO004,JusticePartners,Food & Beverage,Carousel,0,0,0,0,0
1180,C326b,O326b042,CO005,AutoInnovators,Manufacturing,Banner,1,0,0,0,0
1181,C969e,O969ee95,CO006,EverydayEssentials,Pharmaceutical,Carousel,1,1,1,0,57.00368303
1182,C3ef2,P3ef2273,CO007,TechTrendsetters,Finance,Carousel,0,0,0,24.23864107,0
1183,C898f,O898f930,CO008,RetailRevolution,Non-Profit,Carousel,1,0,0,0,0
1184,Cbfb0,Pbfb09be,CO009,LawLeaders,Manufacturing,Carousel,1,1,1,95.3991782,170.1704602
1185,Cdf26,Pdf26f8d,CO010,GoodsGalaxy,Finance,Banner,0,0,0,30.27525017,0
1186,C60bf,P60bf14f,CO011,LegalEagles,Finance,Video,1,1,1,94.54030693,176.3591589
1187,Cbac0,Pbac0f53,CO012,DigitalFrontiers,Finance,Banner,1,0,0,27.43690268,0
1188,C87bb,O87bbe48,CO013,HopeNetwork,Retail,Banner,1,0,0,0,0
1189,Ca5d5,Pa5d5c33,CO014,PowerPioneers,Real Estate,Video,0,0,0,12.55362442,0
1190,Cc436,Pc436563,CO015,MarketMavens,Energy,Video,0,0,0,29.46459486,0
1191,C0e0c,O0e0cb26,CO016,SecureFutures,Insurance,Video,1,1,1,0,69.24403422
1192,Cf80d,Of80dc5d,CO017,ShopSphere,Technology,Video,0,0,0,0,0
1193,C6135,P6135b14,CO018,DriveDynamics,Entertainment,Banner,0,0,0,22.53679659,0
1194,C387d,O387d97b,CO019,CulinaryCreators,Real Estate,Banner,1,1,0,0,0
1195,Cf98c,Pf98c8c6,CO020,FlavorFrontiers,Retail,Video,0,0,0,20.38525213,0
1196,C6e99,O6e99f7a,CO021,FiscalFrontiers,Pharmaceutical,Banner,0,0,0,0,0
1197,C3310,O33103dc,CO022,MedMakers,Pharmaceutical,Video,1,0,0,0,0
1198,C3669,O3669f61,CO023,PharmaPioneers,Legal,Carousel,0,0,0,0,0
1199,C4310,O4310617,CO024,CoverageCornerstone,Insurance,Banner,1,1,1,0,69.87297973
1200,C6f4f,P6f4fb8d,CO000,InsureCo,Retail,Carousel,0,0,0,28.46647821,0
1201,C1c76,O1c76000,CO001,CharityWorks,Consumer Goods,Carousel,0,0,0,0,0
1202,Ccb7a,Ocb7af26,CO002,TasteBuds,Technology,Carousel,1,1,0,0,0
1203,C69d1,O69d115e,CO003,HealthPioneers,Legal,Video,0,0,0,0,0
1204,C6d3e,O6d3e6f3,CO004,JusticePartners,Food & Beverage,Banner,0,0,0,0,0
1205,C22ee,O22eed94,CO005,AutoInnovators,Manufacturing,Video,0,0,0,0,0
1206,C74c4,P74c4367,CO006,EverydayEssentials,Pharmaceutical,Video,0,0,0,27.35384165,0
1207,C5569,P5569465,CO007,TechTrendsetters,Finance,Video,0,0,0,16.33829951,0
1208,C8780,P87806fe,CO008,RetailRevolution,Non-Profit,Carousel,1,0,0,16.22927941,0
1209,C504d,O504da40,CO009,LawLeaders,Manufacturing,Banner,0,0,0,0,0
1210,Ce299,Pe299346,CO010,GoodsGalaxy,Finance,Banner,0,0,0,25.23974435,0
1211,Cd5ac,Od5aca03,CO011,LegalEagles,Finance,Carousel,1,0,0,0,0
1212,Cf338,Pf338045,CO012,DigitalFrontiers,Finance,Video,1,1,0,38.05501914,0
1213,Cae20,Oae20c31,CO013,HopeNetwork,Retail,Banner,1,0,0,0,0
1214,Cd56b,Pd56bff5,CO014,PowerPioneers,Real Estate,Video,0,0,0,36.31242547,0
1215,C7684,P7684a96,CO015,MarketMavens,Energy,Banner,0,0,0,25.82752206,0
1216,C7123,P7123bbb,CO016,SecureFutures,Insurance,Carousel,0,0,0,46.72993477,0
1217,C6b95,O6b95139,CO017,ShopSphere,Technology,Video,0,0,0,0,0
1218,Ce256,Oe256f3a,CO018,DriveDynamics,Entertainment,Banner,0,0,0,0,0
1219,Cc03e,Oc03e406,CO019,CulinaryCreators,Real Estate,Carousel,0,0,0,0,0
1220,C9083,O9083a40,CO020,FlavorFrontiers,Retail,Banner,1,0,0,0,0
1221,C9e77,P9e77bf9,CO021,FiscalFrontiers,Pharmaceutical,Video,1,1,1,54.69201002,114.9379952
1222,C6d43,P6d43648,CO022,MedMakers,Pharmaceutical,Video,1,0,0,21.64289579,0
1223,C3759,P37597a5,CO023,PharmaPioneers,Legal,Carousel,0,0,0,12.34970917,0
1224,C112a,O112a464,CO024,CoverageCornerstone,Insurance,Video,0,0,0,0,0
1225,C67db,O67db4b0,CO000,InsureCo,Retail,Carousel,0,0,0,0,0
1226,Cccea,Occeac81,CO001,CharityWorks,Consumer Goods,Carousel,1,0,0,0,0
1227,C8837,P8837553,CO002,TasteBuds,Technology,Banner,1,0,0,17.91951316,0
1228,Cf735,Pf735ef6,CO003,HealthPioneers,Legal,Banner,1,1,1,60.15540269,116.7615143
1229,Cc922,Oc9223a7,CO004,JusticePartners,Food & Beverage,Video,0,0,0,0,0
1230,Cde10,Ode10be2,CO005,AutoInnovators,Manufacturing,Banner,1,1,1,0,62.30735075
1231,C5119,O5119095,CO006,EverydayEssentials,Pharmaceutical,Video,1,1,0,0,0
1232,C4aee,O4aeebda,CO007,TechTrendsetters,Finance,Video,0,0,0,0,0
1233,C4d8b,O4d8b33a,CO008,RetailRevolution,Non-Profit,Banner,0,0,0,0,0
1234,C0478,O0478060,CO009,LawLeaders,Manufacturing,Carousel,1,0,0,0,0
1235,C1a3e,O1a3e148,CO010,GoodsGalaxy,Finance,Carousel,0,0,0,0,0
1236,Cbe4f,Obe4ff30,CO011,LegalEagles,Finance,Video,0,0,0,0,0
1237,C1c26,O1c263e2,CO012,DigitalFrontiers,Finance,Video,1,0,0,0,0
1238,Cdd9e,Pdd9eb2f,CO013,HopeNetwork,Retail,Video,1,0,0,24.64637479,0
1239,Ce0da,Pe0da42b,CO014,PowerPioneers,Real Estate,Carousel,0,0,0,40.01748275,0
1240,C8e20,O8e20c0f,CO015,MarketMavens,Energy,Carousel,0,0,0,0,0
1241,Ce7df,Oe7df695,CO016,SecureFutures,Insurance,Video,0,0,0,0,0
1242,C9a3d,O9a3d3ac,CO017,ShopSphere,Technology,Banner,1,0,0,0,0
1243,C3f23,O3f23442,CO018,DriveDynamics,Entertainment,Banner,1,1,1,0,84.10966222
1244,Ce67b,Oe67b35a,CO019,CulinaryCreators,Real Estate,Video,1,0,0,0,0
1245,Ca1a7,Pa1a7b63,CO020,FlavorFrontiers,Retail,Video,1,1,1,96.09485625,107.1430802
1246,C3f5d,P3f5d577,CO021,FiscalFrontiers,Pharmaceutical,Carousel,0,0,0,48.09196181,0
1247,Ca594,Pa594a22,CO022,MedMakers,Pharmaceutical,Video,1,1,1,94.40366986,164.1804574
1248,Cabf6,Oabf67e1,CO023,PharmaPioneers,Legal,Video,1,0,0,0,0
1249,C951e,O951e20b,CO024,CoverageCornerstone,Insurance,Carousel,0,0,0,0,0
1250,C97e0,O97e05e5,CO000,InsureCo,Retail,Carousel,1,1,1,0,92.69383846
1251,Cb3a2,Ob3a20e7,CO001,CharityWorks,Consumer Goods,Carousel,1,1,1,0,70.20030622
1252,C57d4,P57d452d,CO002,TasteBuds,Technology,Carousel,1,0,0,21.16511919,0
1253,C162c,O162ccfc,CO003,HealthPioneers,Legal,Carousel,1,0,0,0,0
1254,C997a,P997add1,CO004,JusticePartners,Food & Beverage,Banner,0,0,0,31.13512252,0
1255,Cdd6d,Pdd6db3a,CO005,AutoInnovators,Manufacturing,Carousel,0,0,0,13.40958268,0
1256,C5358,P5358b6f,CO006,EverydayEssentials,Pharmaceutical,Carousel,0,0,0,34.82531356,0
1257,Cd6c9,Od6c92fb,CO007,TechTrendsetters,Finance,Banner,0,0,0,0,0
1258,Cf781,Of7819ae,CO008,RetailRevolution,Non-Profit,Video,1,0,0,0,0
1259,Cb35d,Ob35d403,CO009,LawLeaders,Manufacturing,Banner,0,0,0,0,0
1260,Cda8a,Pda8ab80,CO010,GoodsGalaxy,Finance,Carousel,1,0,0,12.0851049,0
1261,Cc20f,Oc20f9b8,CO011,LegalEagles,Finance,Carousel,0,0,0,0,0
1262,Cba60,Oba60324,CO012,DigitalFrontiers,Finance,Carousel,1,0,0,0,0
1263,Ce156,Pe156f1a,CO013,HopeNetwork,Retail,Carousel,0,0,0,39.37112367,0
1264,C4732,P4732c10,CO014,PowerPioneers,Real Estate,Carousel,0,0,0,42.77956725,0
1265,C7f1d,P7f1d305,CO015,MarketMavens,Energy,Carousel,1,1,1,97.55280285,158.128228
1266,C09f3,P09f3357,CO016,SecureFutures,Insurance,Banner,1,0,0,14.26051002,0
1267,C62c3,P62c3ddc,CO017,ShopSphere,Technology,Banner,0,0,0,36.55342601,0
1268,Cee44,Oee440f5,CO018,DriveDynamics,Entertainment,Video,0,0,0,0,0
1269,C3c98,O3c98474,CO019,CulinaryCreators,Real Estate,Carousel,1,1,1,0,67.59362308
1270,Cf7a6,Of7a6e49,CO020,FlavorFrontiers,Retail,Carousel,0,0,0,0,0
1271,C0ee7,P0ee72da,CO021,FiscalFrontiers,Pharmaceutical,Carousel,0,0,0,28.34196353,0
1272,C57c8,P57c8c72,CO022,MedMakers,Pharmaceutical,Carousel,0,0,0,23.84182915,0
1273,Ca79c,Pa79c2be,CO023,PharmaPioneers,Legal,Carousel,1,0,0,30.3961884,0
1274,Ca052,Oa052f11,CO024,CoverageCornerstone,Insurance,Carousel,0,0,0,0,0
1275,C338e,O338e05d,CO000,InsureCo,Retail,Video,1,1,1,0,77.62884913
1276,C6e51,O6e51bd5,CO001,CharityWorks,Consumer Goods,Carousel,1,1,0,0,0
1277,C8d80,P8d80cf3,CO002,TasteBuds,Technology,Banner,0,0,0,24.6204748,0
1278,Ce93b,Oe93b6a1,CO003,HealthPioneers,Legal,Carousel,1,0,0,0,0
1279,Ca833,Pa833b5f,CO004,JusticePartners,Food & Beverage,Banner,1,0,0,35.61207432,0
1280,C31b2,P31b289a,CO005,AutoInnovators,Manufacturing,Banner,0,0,0,12.09807482,0
1281,C6d30,O6d3086b,CO006,EverydayEssentials,Pharmaceutical,Video,1,1,1,0,93.0686563
1282,C3b89,O3b8955a,CO007,TechTrendsetters,Finance,Banner,0,0,0,0,0
1283,C6c9d,O6c9d4f3,CO008,RetailRevolution,Non-Profit,Video,0,0,0,0,0
1284,Cc227,Oc227ec1,CO009,LawLeaders,Manufacturing,Banner,0,0,0,0,0
1285,C471e,P471e4da,CO010,GoodsGalaxy,Finance,Video,1,1,1,54.07394099,176.9509554
1286,Cd834,Od834b9e,CO011,LegalEagles,Finance,Banner,1,0,0,0,0
1287,Ceaa1,Peaa1d5d,CO012,DigitalFrontiers,Finance,Carousel,0,0,0,40.93896688,0
1288,C3add,O3addba8,CO013,HopeNetwork,Retail,Video,0,0,0,0,0
1289,C51d9,P51d9a91,CO014,PowerPioneers,Real Estate,Video,1,1,1,77.6681448,182.7010524
1290,Ca79f,Oa79fd99,CO015,MarketMavens,Energy,Video,0,0,0,0,0
1291,C0509,O0509d19,CO016,SecureFutures,Insurance,Banner,1,1,1,0,78.62939026
1292,Cb20f,Ob20f594,CO017,ShopSphere,Technology,Banner,1,1,1,0,92.01537988
1293,C005f,O005fd73,CO018,DriveDynamics,Entertainment,Video,0,0,0,0,0
1294,C9a0d,O9a0da4c,CO019,CulinaryCreators,Real Estate,Carousel,1,0,0,0,0
1295,C68c4,O68c49f2,CO020,FlavorFrontiers,Retail,Carousel,0,0,0,0,0
1296,Cbb90,Obb90dcd,CO021,FiscalFrontiers,Pharmaceutical,Banner,1,0,0,0,0
1297,C72ac,O72ac433,CO022,MedMakers,Pharmaceutical,Banner,0,0,0,0,0
1298,C4042,O40429de,CO023,PharmaPioneers,Legal,Carousel,1,1,1,0,73.71878125
1299,C3433,O3433fd3,CO024,CoverageCornerstone,Insurance,Carousel,0,0,0,0,0
1300,C4d33,O4d339f5,CO000,InsureCo,Retail,Video,0,0,0,0,0
1301,C4c3b,O4c3bcfe,CO001,CharityWorks,Consumer Goods,Video,1,1,1,0,98.97522306
1302,Cf889,Of8890f0,CO002,TasteBuds,Technology,Banner,0,0,0,0,0
1303,C443b,O443be2b,CO003,HealthPioneers,Legal,Banner,0,0,0,0,0
1304,C377e,P377e472,CO004,JusticePartners,Food & Beverage,Carousel,0,0,0,38.71320158,0
1305,Cbbee,Obbee319,CO005,AutoInnovators,Manufacturing,Video,1,1,1,0,54.56793292
1306,C9fc4,O9fc4036,CO006,EverydayEssentials,Pharmaceutical,Carousel,0,0,0,0,0
1307,C8611,O86115f9,CO007,TechTrendsetters,Finance,Banner,1,1,0,0,0
1308,C838e,O838ec65,CO008,RetailRevolution,Non-Profit,Video,0,0,0,0,0
1309,C162c,O162cae5,CO009,LawLeaders,Manufacturing,Carousel,0,0,0,0,0
1310,C173c,P173c0de,CO010,GoodsGalaxy,Finance,Banner,0,0,0,19.60540974,0
1311,C75c2,O75c2a32,CO011,LegalEagles,Finance,Banner,0,0,0,0,0
1312,Cd57a,Od57adf8,CO012,DigitalFrontiers,Finance,Video,0,0,0,0,0
1313,C561f,O561f64b,CO013,HopeNetwork,Retail,Banner,1,0,0,0,0
